ma_giao_dich,ma_khach_hang,ma_san_pham,ngay_giao_dich,gia_tri_sau_giam,co_bat_thuong,phan_vi_25,phan_vi_75,khoang_tu_phan_vi
TX0010489250614007,CUS0010489,SYSN10005211,2025-06-14,207000,0,202100.0,220200.0,18100.0
TX0010489250714008,CUS0010489,SYSN10004813,2025-07-14,221600,0,190325.0,265525.0,75200.0
TX0010489250719009,CUS0010489,SYSN10003542,2025-07-19,169100,0,167225.0,225125.0,57900.0
TX0010489250926010,CUS0010489,SYSN10007814,2025-09-26,543800,0,456575.0,514725.0,58150.0
TX0010490251101000,CUS0010490,SYSN10004661,2025-11-01,283700,1,122225.0,183575.0,61350.0
TX0010491250808000,CUS0010491,SYSN10000075,2025-08-08,454900,0,703975.0,1515425.0,811450.0
TX0010491250830001,CUS0010491,SYSN10001440,2025-08-30,1403000,0,717050.0,1631300.0,914250.0
TX0010491250907002,CUS0010491,SYSN10004294,2025-09-07,377700,0,338600.0,706600.0,368000.0
TX0010491250909003,CUS0010491,SYSN10007660,2025-09-09,136600,0,276900.0,640400.0,363500.0
TX0010491250915004,CUS0010491,SYSN10005048,2025-09-15,725000,0,305300.0,665800.0,360500.0
TX0010491250927005,CUS0010491,SYSN10005154,2025-09-27,582000,0,685450.0,1833700.0,1148250.0
TX0010491251109007,CUS0010491,SYSN10001695,2025-11-09,290300,0,303300.0,626950.0,323650.0
TX0010491251123009,CUS0010491,SYSN10002162,2025-11-23,344400,0,320500.0,646400.0,325900.0
TX0010491251123011,CUS0010491,SYSN10006735,2025-11-23,338100,0,301400.0,644900.0,343500.0
TX0010491251215012,CUS0010491,SYSN10002287,2025-12-15,413100,0,422700.0,898900.0,476200.0
TX0010492250622000,CUS0010492,SYSN10004225,2025-06-22,119600,0,112700.0,119750.0,7050.0
TX0010492251107001,CUS0010492,SYSN10007559,2025-11-07,336100,0,169175.0,318025.0,148850.0
TX0010492251214002,CUS0010492,SYSN10005213,2025-12-14,159300,0,150600.0,274325.0,123725.0
TX0010492251221003,CUS0010492,SYSN10002284,2025-12-21,79800,0,100750.0,142650.0,41900.0
TX0010493250531000,CUS0010493,SYSN10000834,2025-05-31,255600,0,143400.0,237800.0,94400.0
TX0010493251004001,CUS0010493,SYSN10002222,2025-10-04,102800,0,101050.0,144900.0,43850.0
TX0010494250501000,CUS0010494,SYSN10006061,2025-05-01,316600,0,99500.0,207000.0,107500.0
TX0010494250630001,CUS0010494,SYSN10005158,2025-06-30,255800,0,471000.0,865400.0,394400.0
TX0010494250814002,CUS0010494,SYSN10006187,2025-08-14,108100,0,104000.0,192900.0,88900.0
TX0010494251111003,CUS0010494,SYSN10001097,2025-11-11,242700,0,212250.0,232000.0,19750.0
TX0010494251221004,CUS0010494,SYSN10007689,2025-12-21,142500,0,136800.0,152875.0,16075.0
TX0010495230728000,CUS0010495,SYSN10004505,2023-07-28,950400,0,408450.0,828350.0,419900.0
TX0010495231111001,CUS0010495,SYSN10004813,2023-11-11,192600,0,190325.0,265525.0,75200.0
TX0010495231222002,CUS0010495,SYSN10002256,2023-12-22,122300,0,111150.0,133950.0,22800.0
TX0010495250318003,CUS0010495,SYSN10000965,2025-03-18,142900,0,146275.0,249925.0,103650.0
TX0010495250703004,CUS0010495,SYSN10004117,2025-07-03,114500,0,134800.0,159675.0,24875.0
TX0010496231205000,CUS0010496,SYSN10007091,2023-12-05,113900,0,96600.0,212200.0,115600.0
TX0010497250616000,CUS0010497,SYSN10001847,2025-06-16,204700,0,204925.0,219425.0,14500.0
TX0010497251102001,CUS0010497,SYSN10002063,2025-11-02,192600,0,178400.0,379000.0,200600.0
TX0010498250630000,CUS0010498,SYSN10003024,2025-06-30,131000,0,107050.0,123175.0,16125.0
TX0010498251010002,CUS0010498,SYSN10006742,2025-10-10,91000,0,171250.0,477450.0,306200.0
TX0010498251206004,CUS0010498,SYSN10007177,2025-12-06,359000,0,400600.0,833600.0,433000.0
TX0010499231111000,CUS0010499,SYSN10004805,2023-11-11,217700,0,464050.0,964800.0,500750.0
TX0010499231225001,CUS0010499,SYSN10001034,2023-12-25,84500,0,91150.0,147400.0,56250.0
TX0010500240827000,CUS0010500,SYSN10004571,2024-08-27,171100,0,197950.0,285550.0,87600.0
TX0010500241025001,CUS0010500,SYSN10005153,2024-10-25,567600,0,152600.0,351600.0,199000.0
TX0010500250924002,CUS0010500,SYSN10005410,2025-09-24,191700,0,192450.0,388500.0,196050.0
TX0010500251119003,CUS0010500,SYSN10003098,2025-11-19,185000,0,213950.0,343125.0,129175.0
TX0010501251008001,CUS0010501,SYSN10000922,2025-10-08,204500,0,117400.0,214025.0,96625.0
TX0010501251023002,CUS0010501,SYSN10007301,2025-10-23,262300,0,280775.0,658300.0,377525.0
TX0010501251115003,CUS0010501,SYSN10001820,2025-11-15,115800,0,132900.0,229750.0,96850.0
TX0010501251206004,CUS0010501,SYSN10001193,2025-12-06,325000,0,119550.0,238900.0,119350.0
TX0010502230306000,CUS0010502,SYSN10004794,2023-03-06,328200,1,94800.0,181600.0,86800.0
TX0010502230625001,CUS0010502,SYSN10006253,2023-06-25,189000,0,111400.0,189000.0,77600.0
TX0010502231124002,CUS0010502,SYSN10004295,2023-11-24,150000,0,141525.0,149775.0,8250.0
TX0010502240310003,CUS0010502,SYSN10003933,2024-03-10,331300,0,102250.0,281050.0,178800.0
TX0010502250210004,CUS0010502,SYSN10005558,2025-02-10,300600,0,137550.0,281350.0,143800.0
TX0010503241205000,CUS0010503,SYSN10005538,2024-12-05,223600,0,98000.0,175100.0,77100.0
TX0010503241223002,CUS0010503,SYSN10001061,2024-12-23,106000,0,104600.0,183800.0,79200.0
TX0010503241225003,CUS0010503,SYSN10004881,2024-12-25,100500,0,140800.0,171050.0,30250.0
TX0010504250601000,CUS0010504,SYSN10005591,2025-06-01,633600,0,158900.0,422850.0,263950.0
TX0010504250613001,CUS0010504,SYSN10006053,2025-06-13,547500,0,364825.0,727700.0,362875.0
TX0010504250803002,CUS0010504,SYSN10003365,2025-08-03,275800,0,161000.0,247725.0,86725.0
TX0010504251124003,CUS0010504,SYSN10003031,2025-11-24,621200,0,300750.0,625200.0,324450.0
TX0010504251212004,CUS0010504,SYSN10002773,2025-12-12,166400,0,122650.0,156875.0,34225.0
TX0010505250216000,CUS0010505,SYSN10004431,2025-02-16,1470300,0,498100.0,1176850.0,678750.0
TX0010505250225001,CUS0010505,SYSN10002876,2025-02-25,600700,0,649250.0,1804825.0,1155575.0
TX0010505250309002,CUS0010505,SYSN10005035,2025-03-09,4153500,1,790700.0,2099200.0,1308500.0
TX0010505250318003,CUS0010505,SYSN10007673,2025-03-18,3690300,0,1177550.0,3195350.0,2017800.0
TX0010505250719004,CUS0010505,SYSN10006885,2025-07-19,1768000,0,1036525.0,2905125.0,1868600.0
TX0010505251003005,CUS0010505,SYSN10000735,2025-10-03,1192800,0,495450.0,1155200.0,659750.0
TX0010505251020006,CUS0010505,SYSN10001751,2025-10-20,1533800,0,814800.0,1689000.0,874200.0
TX0010505251030007,CUS0010505,SYSN10003129,2025-10-30,1024700,0,504675.0,1463950.0,959275.0
TX0010505251207008,CUS0010505,SYSN10006885,2025-12-07,1543900,0,1036525.0,2905125.0,1868600.0
TX0010506251026000,CUS0010506,SYSN10007511,2025-10-26,577100,0,547275.0,1185450.0,638175.0
TX0010506251030002,CUS0010506,SYSN10002342,2025-10-30,975200,0,1043150.0,3204000.0,2160850.0
TX0010506251104003,CUS0010506,SYSN10000895,2025-11-04,1029400,0,518575.0,1333600.0,815025.0
TX0010506251105004,CUS0010506,SYSN10005194,2025-11-05,1527400,0,757600.0,1574300.0,816700.0
TX0010506251112008,CUS0010506,SYSN10005887,2025-11-12,1411100,0,1381750.0,3532400.0,2150650.0
TX0010506251116009,CUS0010506,SYSN10007377,2025-11-16,731500,0,712950.0,1997775.0,1284825.0
TX0010506251116010,CUS0010506,SYSN10005219,2025-11-16,1320200,0,630775.0,1266000.0,635225.0
TX0010506251120012,CUS0010506,SYSN10007070,2025-11-20,4137600,0,976375.0,2317875.0,1341500.0
TX0010506251128015,CUS0010506,SYSN10001579,2025-11-28,610700,0,623450.0,1738300.0,1114850.0
TX0010506251129016,CUS0010506,SYSN10003196,2025-11-29,829600,0,825575.0,2460575.0,1635000.0
TX0010506251130017,CUS0010506,SYSN10005821,2025-11-30,545800,0,510950.0,989250.0,478300.0
TX0010506251204018,CUS0010506,SYSN10004662,2025-12-04,494100,0,573900.0,1630400.0,1056500.0
TX0010506251210019,CUS0010506,SYSN10004957,2025-12-10,563700,0,600250.0,1760500.0,1160250.0
TX0010506251212020,CUS0010506,SYSN10000849,2025-12-12,1242100,0,1416125.0,2991675.0,1575550.0
TX0010506251212022,CUS0010506,SYSN10000574,2025-12-12,756400,0,510550.0,1284500.0,773950.0
TX0010506251225026,CUS0010506,SYSN10002068,2025-12-25,1615700,0,500100.0,1345525.0,845425.0
TX0010507250731000,CUS0010507,SYSN10003743,2025-07-31,176200,0,110600.0,158950.0,48350.0
TX0010508230811000,CUS0010508,SYSN10001526,2023-08-11,266200,0,239775.0,264425.0,24650.0
TX0010508231110001,CUS0010508,SYSN10006313,2023-11-10,185600,0,318825.0,634125.0,315300.0
TX0010508240209002,CUS0010508,SYSN10005032,2024-02-09,585400,0,292800.0,563350.0,270550.0
TX0010508240305003,CUS0010508,SYSN10004023,2024-03-05,519600,0,152650.0,315600.0,162950.0
TX0010508240328004,CUS0010508,SYSN10004430,2024-03-28,404100,0,127800.0,254300.0,126500.0
TX0010508240503006,CUS0010508,SYSN10004812,2024-05-03,306000,0,91775.0,180350.0,88575.0
TX0010508240522007,CUS0010508,SYSN10003763,2024-05-22,131700,0,115250.0,132075.0,16825.0
TX0010508240814008,CUS0010508,SYSN10006993,2024-08-14,174900,0,180975.0,382650.0,201675.0
TX0010508240908009,CUS0010508,SYSN10002526,2024-09-08,186100,0,76450.0,125550.0,49100.0
TX0010508250104010,CUS0010508,SYSN10006583,2025-01-04,1269900,0,405300.0,835800.0,430500.0
TX0010509250621000,CUS0010509,SYSN10005445,2025-06-21,265000,0,314475.0,625050.0,310575.0
TX0010509250908001,CUS0010509,SYSN10003816,2025-09-08,208400,0,420125.0,912500.0,492375.0
TX0010509251111002,CUS0010509,SYSN10005717,2025-11-11,293900,0,296275.0,627950.0,331675.0
TX0010510250511000,CUS0010510,SYSN10001717,2025-05-11,97400,0,97800.0,122700.0,24900.0
TX0010510250610001,CUS0010510,SYSN10003064,2025-06-10,493600,0,475725.0,1103925.0,628200.0
TX0010510250712002,CUS0010510,SYSN10003177,2025-07-12,765500,1,254475.0,332750.0,78275.0
TX0010510250802003,CUS0010510,SYSN10007418,2025-08-02,91500,0,108375.0,184850.0,76475.0
TX0010510250818004,CUS0010510,SYSN10006155,2025-08-18,123300,0,107500.0,188050.0,80550.0
TX0010510250908005,CUS0010510,SYSN10000935,2025-09-08,71800,0,173925.0,362975.0,189050.0
TX0010510251010006,CUS0010510,SYSN10007470,2025-10-10,317100,0,502200.0,1086900.0,584700.0
TX0010510251111008,CUS0010510,SYSN10007767,2025-11-11,318500,0,303600.0,614800.0,311200.0
TX0010510251126009,CUS0010510,SYSN10001573,2025-11-26,452300,0,446600.0,887750.0,441150.0
TX0010510251210010,CUS0010510,SYSN10006735,2025-12-10,292700,0,301400.0,644900.0,343500.0
TX0010511230923000,CUS0010511,SYSN10002505,2023-09-23,365800,0,347750.0,722400.0,374650.0
TX0010511231025001,CUS0010511,SYSN10007944,2023-10-25,430000,0,456500.0,926000.0,469500.0
TX0010511231102002,CUS0010511,SYSN10005024,2023-11-02,369600,0,357800.0,780200.0,422400.0
TX0010511240201003,CUS0010511,SYSN10006232,2024-02-01,249300,0,285925.0,594950.0,309025.0
TX0010511240329004,CUS0010511,SYSN10000861,2024-03-29,537000,0,292200.0,614200.0,322000.0
TX0010511240403005,CUS0010511,SYSN10003006,2024-04-03,842800,0,427450.0,869200.0,441750.0
TX0010511240602006,CUS0010511,SYSN10004310,2024-06-02,281800,0,288550.0,564100.0,275550.0
TX0010511240613007,CUS0010511,SYSN10003377,2024-06-13,1095400,0,314575.0,672600.0,358025.0
TX0010511240724008,CUS0010511,SYSN10001502,2024-07-24,297300,0,296400.0,627000.0,330600.0
TX0010511240809009,CUS0010511,SYSN10003093,2024-08-09,928500,0,287400.0,604400.0,317000.0
TX0010511240818010,CUS0010511,SYSN10003816,2024-08-18,1413300,0,420125.0,912500.0,492375.0
TX0010511241110011,CUS0010511,SYSN10002139,2024-11-10,279700,0,611400.0,1318800.0,707400.0
TX0010511241111012,CUS0010511,SYSN10001345,2024-11-11,693900,0,563925.0,1454475.0,890550.0
TX0010511241127013,CUS0010511,SYSN10003410,2024-11-27,243900,0,325800.0,697100.0,371300.0
TX0010511250307014,CUS0010511,SYSN10000727,2025-03-07,291700,0,301400.0,661600.0,360200.0
TX0010511250405015,CUS0010511,SYSN10005550,2025-04-05,719800,0,400800.0,762400.0,361600.0
TX0010511250523018,CUS0010511,SYSN10007608,2025-05-23,2103200,0,592475.0,1256600.0,664125.0
TX0010511250628019,CUS0010511,SYSN10002867,2025-06-28,334600,0,369000.0,824800.0,455800.0
TX0010511250703020,CUS0010511,SYSN10002581,2025-07-03,301000,0,322050.0,669000.0,346950.0
TX0010511250805021,CUS0010511,SYSN10005449,2025-08-05,678000,0,680100.0,1729625.0,1049525.0
TX0010511250816022,CUS0010511,SYSN10001196,2025-08-16,710200,0,687300.0,1617250.0,929950.0
TX0010511250925023,CUS0010511,SYSN10000628,2025-09-25,882800,0,456850.0,909000.0,452150.0
TX0010511251228025,CUS0010511,SYSN10002333,2025-12-28,1217000,0,596050.0,1541650.0,945600.0
TX0010511251231026,CUS0010511,SYSN10005690,2025-12-31,2205000,0,799800.0,2129325.0,1329525.0
TX0010512250129000,CUS0010512,SYSN10006669,2025-01-29,304000,0,284300.0,600600.0,316300.0
TX0010512250707001,CUS0010512,SYSN10006668,2025-07-07,584600,0,275250.0,563250.0,288000.0
TX0010512250911002,CUS0010512,SYSN10003653,2025-09-11,404200,0,425700.0,722700.0,297000.0
TX0010513241212000,CUS0010513,SYSN10003802,2024-12-12,147000,0,33900.0,133400.0,99500.0
TX0010513241212001,CUS0010513,SYSN10006579,2024-12-12,26500,0,50950.0,146850.0,95900.0
TX0010514240802000,CUS0010514,SYSN10004472,2024-08-02,178600,0,159100.0,178975.0,19875.0
TX0010514241120001,CUS0010514,SYSN10002636,2024-11-20,321100,0,315825.0,642950.0,327125.0
TX0010514241221002,CUS0010514,SYSN10007456,2024-12-21,220300,0,124900.0,220300.0,95400.0
TX0010514250401003,CUS0010514,SYSN10004398,2025-04-01,348300,0,179600.0,267800.0,88200.0
TX0010514250830004,CUS0010514,SYSN10003511,2025-08-30,251400,0,122900.0,234850.0,111950.0
TX0010515230526000,CUS0010515,SYSN10001394,2023-05-26,2027600,0,489950.0,1199750.0,709800.0
TX0010515230703001,CUS0010515,SYSN10003851,2023-07-03,493400,0,616000.0,1394050.0,778050.0
TX0010515230824002,CUS0010515,SYSN10000203,2023-08-24,763700,0,801700.0,1762200.0,960500.0
TX0010515231129003,CUS0010515,SYSN10002453,2023-11-29,1164600,0,586400.0,1241825.0,655425.0
TX0010515231202004,CUS0010515,SYSN10000397,2023-12-02,995200,0,454900.0,918500.0,463600.0
TX0010515231224005,CUS0010515,SYSN10007095,2023-12-24,354200,0,333375.0,683525.0,350150.0
TX0010515231228006,CUS0010515,SYSN10002659,2023-12-28,395100,0,367000.0,798000.0,431000.0
TX0010515240514007,CUS0010515,SYSN10001542,2024-05-14,623000,0,311075.0,519025.0,207950.0
TX0010515240529008,CUS0010515,SYSN10006053,2024-05-29,384300,0,364825.0,727700.0,362875.0
TX0010515240707009,CUS0010515,SYSN10007222,2024-07-07,1828000,0,424400.0,1000750.0,576350.0
TX0010515240915010,CUS0010515,SYSN10003243,2024-09-15,640300,0,364050.0,618700.0,254650.0
TX0010515250501011,CUS0010515,SYSN10004790,2025-05-01,779400,0,402200.0,849850.0,447650.0
TX0010515251024012,CUS0010515,SYSN10001121,2025-10-24,376200,0,369000.0,763500.0,394500.0
TX0010516250307000,CUS0010516,SYSN10007777,2025-03-07,463600,0,589200.0,1600300.0,1011100.0
TX0010516250323001,CUS0010516,SYSN10003040,2025-03-23,1496800,1,331975.0,671825.0,339850.0
TX0010516250408002,CUS0010516,SYSN10006666,2025-04-08,303000,0,287750.0,635200.0,347450.0
TX0010516250508004,CUS0010516,SYSN10003789,2025-05-08,362100,0,345025.0,721075.0,376050.0
TX0010516250707006,CUS0010516,SYSN10007874,2025-07-07,620800,0,336975.0,622775.0,285800.0
TX0010516250919008,CUS0010516,SYSN10006546,2025-09-19,328800,0,274150.0,621950.0,347800.0
TX0010516251113010,CUS0010516,SYSN10004301,2025-11-13,805000,0,345100.0,785400.0,440300.0
TX0010516251205011,CUS0010516,SYSN10004604,2025-12-05,1074700,0,412800.0,867950.0,455150.0
TX0010516251211012,CUS0010516,SYSN10001335,2025-12-11,287900,0,337650.0,633200.0,295550.0
TX0010517251212000,CUS0010517,SYSN10001994,2025-12-12,75100,0,70000.0,73400.0,3400.0
TX0010518250415000,CUS0010518,SYSN10006553,2025-04-15,261400,1,119700.0,168400.0,48700.0
TX0010518251010001,CUS0010518,SYSN10004358,2025-10-10,55300,1,110525.0,138225.0,27700.0
TX0010519240709001,CUS0010519,SYSN10005132,2024-07-09,147300,0,146225.0,148200.0,1975.0
TX0010519251114002,CUS0010519,SYSN10001344,2025-11-14,192300,0,179850.0,354800.0,174950.0
TX0010519251201003,CUS0010519,SYSN10004645,2025-12-01,244100,0,240000.0,274700.0,34700.0
TX0010519251219004,CUS0010519,SYSN10002303,2025-12-19,444800,0,396225.0,503150.0,106925.0
TX0010520250125000,CUS0010520,SYSN10005963,2025-01-25,118100,0,120575.0,210275.0,89700.0
TX0010521250113000,CUS0010521,SYSN10000135,2025-01-13,374000,0,193800.0,347800.0,154000.0
TX0010522251226000,CUS0010522,SYSN10005597,2025-12-26,337800,1,156500.0,171900.0,15400.0
TX0010523240725000,CUS0010523,SYSN10002009,2024-07-25,1335400,0,643750.0,1889550.0,1245800.0
TX0010523240808001,CUS0010523,SYSN10004701,2024-08-08,1582900,0,521200.0,1144200.0,623000.0
TX0010523240811002,CUS0010523,SYSN10001218,2024-08-11,526800,0,526475.0,1138575.0,612100.0
TX0010523240824003,CUS0010523,SYSN10001169,2024-08-24,973900,0,513425.0,1042400.0,528975.0
TX0010523240906004,CUS0010523,SYSN10007472,2024-09-06,2514400,0,612000.0,1771900.0,1159900.0
TX0010523241010005,CUS0010523,SYSN10004060,2024-10-10,255300,0,509900.0,1278900.0,769000.0
TX0010523241213006,CUS0010523,SYSN10006201,2024-12-13,1159000,0,565100.0,1511375.0,946275.0
TX0010523250102007,CUS0010523,SYSN10005513,2025-01-02,1855700,0,918575.0,2361775.0,1443200.0
TX0010523250121008,CUS0010523,SYSN10005323,2025-01-21,1830600,0,570800.0,1229200.0,658400.0
TX0010523250414010,CUS0010523,SYSN10001582,2025-04-14,1890500,0,708900.0,1551050.0,842150.0
TX0010523250611013,CUS0010523,SYSN10005334,2025-06-11,641100,0,659750.0,1398400.0,738650.0
TX0010523250705014,CUS0010523,SYSN10000574,2025-07-05,924700,0,510550.0,1284500.0,773950.0
TX0010523250730015,CUS0010523,SYSN10000649,2025-07-30,1487600,0,700000.0,1750750.0,1050750.0
TX0010523250821016,CUS0010523,SYSN10001218,2025-08-21,2075600,1,526475.0,1138575.0,612100.0
TX0010523251010019,CUS0010523,SYSN10001180,2025-10-10,1292100,0,505800.0,1091200.0,585400.0
TX0010523251011020,CUS0010523,SYSN10004060,2025-10-11,1077200,0,509900.0,1278900.0,769000.0
TX0010523251024021,CUS0010523,SYSN10006726,2025-10-24,1557400,0,595600.0,1561900.0,966300.0
TX0010523251118023,CUS0010523,SYSN10004304,2025-11-18,1150400,0,729100.0,1848750.0,1119650.0
TX0010523251209025,CUS0010523,SYSN10002043,2025-12-09,1084200,0,556850.0,1451550.0,894700.0
TX0010524250610000,CUS0010524,SYSN10007002,2025-06-10,58600,0,59175.0,67800.0,8625.0
TX0010525250627000,CUS0010525,SYSN10003225,2025-06-27,37100,0,37100.0,37100.0,0.0
TX0010525250909001,CUS0010525,SYSN10004313,2025-09-09,157700,0,125350.0,146900.0,21550.0
TX0010526231225000,CUS0010526,SYSN10007347,2023-12-25,170900,0,100700.0,170900.0,70200.0
TX0010527251129000,CUS0010527,SYSN10004701,2025-11-29,962800,0,521200.0,1144200.0,623000.0
TX0010527251204002,CUS0010527,SYSN10006609,2025-12-04,937200,0,460975.0,953000.0,492025.0
TX0010527251212004,CUS0010527,SYSN10006916,2025-12-12,225700,0,614725.0,1574575.0,959850.0
TX0010527251213005,CUS0010527,SYSN10005088,2025-12-13,888600,0,337650.0,894500.0,556850.0
TX0010527251214006,CUS0010527,SYSN10004889,2025-12-14,708200,0,384950.0,737625.0,352675.0
TX0010527251215007,CUS0010527,SYSN10001335,2025-12-15,355100,0,337650.0,633200.0,295550.0
TX0010527251220009,CUS0010527,SYSN10007095,2025-12-20,1210800,1,333375.0,683525.0,350150.0
TX0010527251221011,CUS0010527,SYSN10004804,2025-12-21,648300,0,660000.0,1507800.0,847800.0
TX0010527251229012,CUS0010527,SYSN10000132,2025-12-29,571600,0,570900.0,1333850.0,762950.0
TX0010528251020002,CUS0010528,SYSN10004174,2025-10-20,47700,0,46600.0,50800.0,4200.0
TX0010529230927000,CUS0010529,SYSN10005206,2023-09-27,104500,0,88000.0,102050.0,14050.0
TX0010529240304001,CUS0010529,SYSN10007664,2024-03-04,238400,1,115800.0,125700.0,9900.0
TX0010529241106002,CUS0010529,SYSN10006389,2024-11-06,160700,0,150400.0,161300.0,10900.0
TX0010529250823003,CUS0010529,SYSN10005251,2025-08-23,273200,0,125850.0,215025.0,89175.0
TX0010529251022004,CUS0010529,SYSN10007198,2025-10-22,162600,0,159925.0,171500.0,11575.0
TX0010530231212000,CUS0010530,SYSN10004156,2023-12-12,777200,0,445600.0,944650.0,499050.0
TX0010530231212001,CUS0010530,SYSN10004326,2023-12-12,230200,0,372300.0,764300.0,392000.0
TX0010530231226002,CUS0010530,SYSN10004552,2023-12-26,343000,0,298500.0,358200.0,59700.0
TX0010531231204000,CUS0010531,SYSN10004413,2023-12-04,155800,0,170900.0,276050.0,105150.0
TX0010531231209001,CUS0010531,SYSN10002594,2023-12-09,216400,0,106975.0,207800.0,100825.0
TX0010532221113000,CUS0010532,SYSN10006885,2022-11-13,3828600,0,1036525.0,2905125.0,1868600.0
TX0010532221201001,CUS0010532,SYSN10001363,2022-12-01,1298800,0,677900.0,1967450.0,1289550.0
TX0010532221203002,CUS0010532,SYSN10002455,2022-12-03,1194400,0,664550.0,1773450.0,1108900.0
TX0010532230612003,CUS0010532,SYSN10002020,2023-06-12,641000,0,619050.0,1549350.0,930300.0
TX0010532230716004,CUS0010532,SYSN10006152,2023-07-16,1546700,0,517325.0,1425525.0,908200.0
TX0010532230920005,CUS0010532,SYSN10003129,2023-09-20,509500,0,504675.0,1463950.0,959275.0
TX0010532231126006,CUS0010532,SYSN10001782,2023-11-26,3563200,0,1050400.0,2990000.0,1939600.0
TX0010532231208007,CUS0010532,SYSN10001580,2023-12-08,533000,0,537775.0,1413850.0,876075.0
TX0010532240131008,CUS0010532,SYSN10004401,2024-01-31,495600,0,544675.0,1447875.0,903200.0
TX0010532240417010,CUS0010532,SYSN10000895,2024-04-17,1031400,0,518575.0,1333600.0,815025.0
TX0010532240425011,CUS0010532,SYSN10002579,2024-04-25,846600,0,810150.0,2411950.0,1601800.0
TX0010532241103012,CUS0010532,SYSN10003133,2024-11-03,2486200,0,596050.0,1571700.0,975650.0
TX0010532241110013,CUS0010532,SYSN10000895,2024-11-10,298400,0,518575.0,1333600.0,815025.0
