ma_khach_hang,ngay_mua_gan_nhat,tan_suat_mua,tong_chi_tieu,gia_tri_don_hang_tb,ngay_mua_dau_tien,tong_so_luong_mua,so_danh_muc_da_mua,danh_muc_yeu_thich,so_ngay_tu_lan_mua_cuoi,tuoi_tho_khach_hang,diem_R,diem_F,diem_M,diem_RFM_ma_hoa,diem_RFM_tong,phan_khuc_rfm,ngay_snapshot
CUS0028415,2022-11-14,1,119000,119000,2022-11-14,1,1,Sunscreen,1143,0,1,1,1,111,3,Lost,2025-12-31
CUS0028416,2025-05-14,3,2492000,830667,2024-10-07,8,3,Toner,230,219,4,3,4,434,11,Loyal Customers,2025-12-31
CUS0028417,2025-11-14,5,890000,178000,2025-05-10,10,3,Cleanser,46,188,5,4,3,543,12,Loyal Customers,2025-12-31
CUS0028418,2024-10-14,2,675000,337500,2024-08-15,3,2,Serum,442,60,3,2,3,323,8,Potential Loyalists,2025-12-31
CUS0028419,2025-04-07,2,296000,148000,2025-03-06,2,2,Cleanser,267,32,4,2,1,421,7,Recent Customers,2025-12-31
CUS0028420,2024-09-04,1,89000,89000,2024-09-04,1,1,Moisturizer,483,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0028421,2025-03-18,5,944000,188800,2024-09-23,6,4,Serum,287,176,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0028422,2025-12-27,3,411000,137000,2025-11-11,3,3,Serum,3,46,5,3,2,532,10,Potential Loyalists,2025-12-31
CUS0028424,2025-12-28,2,477000,238500,2025-12-20,2,2,Sunscreen,2,8,5,2,2,522,9,Recent Customers,2025-12-31
CUS0028425,2024-06-09,8,2524000,315500,2022-07-02,14,3,Sunscreen,569,708,3,5,4,354,12,Loyal Customers,2025-12-31
CUS0028426,2023-09-26,3,1409000,469667,2023-06-06,5,3,Toner,826,112,2,3,4,234,9,At Risk,2025-12-31
CUS0028427,2025-10-25,4,1069000,267250,2025-02-18,6,3,Cleanser,66,249,5,4,3,543,12,Loyal Customers,2025-12-31
CUS0028428,2025-08-25,3,632000,210667,2025-08-13,4,1,Toner,127,12,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0028429,2023-07-26,8,1465000,183125,2022-01-26,12,4,Serum,888,546,2,5,4,254,11,Cant Lose Them,2025-12-31
CUS0028430,2025-12-26,2,557000,278500,2025-12-13,2,2,Serum,4,13,5,2,2,522,9,Recent Customers,2025-12-31
CUS0028431,2023-03-11,2,320000,160000,2022-12-12,2,1,Toner,1025,89,2,2,1,221,5,Hibernating,2025-12-31
CUS0028432,2025-09-02,21,7041000,335286,2022-12-01,36,5,Cleanser,119,1006,4,5,5,455,14,Champions,2025-12-31
CUS0028433,2024-01-18,3,694000,231333,2023-11-18,3,2,Sunscreen,712,61,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0028434,2024-12-19,3,1036000,345333,2024-04-17,5,3,Serum,376,246,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0028435,2025-08-01,11,3243000,294818,2024-09-12,16,5,Serum,151,323,4,5,5,455,14,Champions,2025-12-31
CUS0028436,2023-04-20,4,1530000,382500,2022-06-23,7,3,Sunscreen,985,301,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0028437,2022-11-20,4,694000,173500,2022-04-11,6,3,Cleanser,1136,223,1,4,3,143,8,At Risk,2025-12-31
CUS0028438,2023-02-11,4,653000,163250,2022-06-11,8,4,Cleanser,1053,245,1,4,3,143,8,At Risk,2025-12-31
CUS0028439,2023-10-15,3,286000,95333,2023-08-08,4,2,Cleanser,807,68,2,3,1,231,6,At Risk,2025-12-31
CUS0028440,2024-02-16,10,5495000,549500,2022-10-11,22,5,Moisturizer,683,493,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0028441,2025-12-18,15,3069000,204600,2023-07-17,26,5,Sunscreen,12,885,5,5,5,555,15,Champions,2025-12-31
CUS0028443,2025-04-30,5,482000,96400,2024-06-05,5,4,Toner,244,329,4,4,2,442,10,Potential Loyalists,2025-12-31
CUS0028444,2025-12-17,2,724000,362000,2025-11-18,5,2,Serum,13,29,5,2,3,523,10,Recent Customers,2025-12-31
CUS0028445,2023-05-23,4,1121000,280250,2023-02-26,6,3,Cleanser,952,86,2,4,3,243,9,At Risk,2025-12-31
CUS0028446,2022-05-31,2,387000,193500,2022-03-24,3,2,Moisturizer,1309,68,1,2,2,122,5,Lost,2025-12-31
CUS0028447,2025-05-18,1,289000,289000,2025-05-18,1,1,Serum,227,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0028448,2024-06-04,3,566000,188667,2024-05-25,5,3,Moisturizer,574,10,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0028449,2022-12-07,3,2624000,874667,2022-03-08,11,3,Sunscreen,1119,274,1,3,5,135,9,At Risk,2025-12-31
CUS0028450,2023-12-06,3,836000,278667,2023-08-02,7,3,Serum,755,126,2,3,3,233,8,At Risk,2025-12-31
CUS0028451,2023-10-02,9,2566000,285111,2022-12-18,12,4,Moisturizer,820,288,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0028452,2024-12-11,2,202000,101000,2024-12-10,2,2,Sunscreen,384,1,4,2,1,421,7,Recent Customers,2025-12-31
CUS0028453,2023-10-28,4,1241000,310250,2023-10-16,5,2,Cleanser,794,12,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0028454,2023-05-21,2,449000,224500,2023-03-23,2,2,Serum,954,59,2,2,2,222,6,Hibernating,2025-12-31
CUS0028455,2022-09-28,1,345000,345000,2022-09-28,2,1,Sunscreen,1190,0,1,1,2,112,4,Lost,2025-12-31
CUS0028456,2025-05-09,9,2536000,281778,2024-03-22,14,5,Moisturizer,235,413,4,5,4,454,13,Champions,2025-12-31
CUS0028457,2022-04-24,1,249000,249000,2022-04-24,1,1,Sunscreen,1347,0,1,1,1,111,3,Lost,2025-12-31
CUS0028458,2025-04-15,2,673000,336500,2024-09-26,3,2,Cleanser,259,201,4,2,3,423,9,Recent Customers,2025-12-31
CUS0028459,2024-01-21,3,1371000,457000,2023-08-23,6,3,Sunscreen,709,151,3,3,4,334,10,Loyal Customers,2025-12-31
CUS0028460,2024-05-17,3,724000,241333,2024-03-26,7,2,Toner,592,52,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0028461,2023-05-17,4,3417000,854250,2022-11-15,10,1,Cleanser,958,183,2,4,5,245,11,Cant Lose Them,2025-12-31
CUS0028462,2023-06-26,8,1789000,223625,2022-05-10,13,3,Sunscreen,918,412,2,5,4,254,11,Cant Lose Them,2025-12-31
CUS0028463,2025-02-20,2,481000,240500,2024-10-05,4,2,Moisturizer,313,138,4,2,2,422,8,Recent Customers,2025-12-31
CUS0028464,2024-02-08,2,980000,490000,2023-12-27,6,2,Sunscreen,691,43,3,2,3,323,8,Potential Loyalists,2025-12-31
CUS0028465,2022-08-24,4,686000,171500,2022-02-03,7,3,Serum,1224,202,1,4,3,143,8,At Risk,2025-12-31
CUS0028466,2023-07-23,4,823000,205750,2023-02-10,5,3,Serum,891,163,2,4,3,243,9,At Risk,2025-12-31
CUS0028467,2023-12-25,2,1398000,699000,2023-09-23,6,1,Serum,736,93,2,2,4,224,8,Hibernating,2025-12-31
CUS0028468,2024-12-01,3,864000,288000,2024-07-25,5,3,Serum,394,129,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0028469,2025-12-30,10,3360000,336000,2024-10-15,19,5,Serum,0,441,5,5,5,555,15,Champions,2025-12-31
CUS0028470,2025-12-10,23,5581000,242652,2024-05-19,33,5,Moisturizer,20,570,5,5,5,555,15,Champions,2025-12-31
CUS0028471,2025-01-17,4,926000,231500,2024-05-27,4,3,Serum,347,235,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0028473,2024-04-08,2,1712000,856000,2024-01-09,6,1,Serum,631,90,3,2,4,324,9,Potential Loyalists,2025-12-31
CUS0028474,2025-12-29,25,7575000,303000,2022-12-05,45,5,Serum,1,1120,5,5,5,555,15,Champions,2025-12-31
CUS0028475,2025-12-09,2,490000,245000,2025-11-15,2,2,Serum,21,24,5,2,2,522,9,Recent Customers,2025-12-31
CUS0028476,2025-05-27,4,632000,158000,2024-05-12,4,2,Sunscreen,217,380,4,4,2,442,10,Potential Loyalists,2025-12-31
CUS0028477,2024-05-16,2,1385000,692500,2024-05-12,4,2,Serum,593,4,3,2,4,324,9,Potential Loyalists,2025-12-31
CUS0028478,2023-02-23,4,4786000,1196500,2022-05-27,6,3,Sunscreen,1041,272,1,4,5,145,10,Cant Lose Them,2025-12-31
CUS0028479,2022-11-18,1,115000,115000,2022-11-18,1,1,Toner,1139,0,1,1,1,111,3,Lost,2025-12-31
CUS0028480,2024-03-09,2,222000,111000,2024-01-20,3,2,Cleanser,661,49,3,2,1,321,6,Potential Loyalists,2025-12-31
CUS0028481,2024-11-25,2,685000,342500,2024-11-24,7,2,Serum,400,1,4,2,3,423,9,Recent Customers,2025-12-31
CUS0028482,2023-07-06,1,113000,113000,2023-07-06,1,1,Cleanser,909,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0028483,2025-09-07,1,165000,165000,2025-09-07,2,1,Serum,115,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0028484,2025-03-12,3,2103000,701000,2024-10-24,5,3,Serum,293,139,4,3,4,434,11,Loyal Customers,2025-12-31
CUS0028485,2022-12-02,1,265000,265000,2022-12-02,1,1,Moisturizer,1125,0,1,1,1,111,3,Lost,2025-12-31
CUS0028486,2024-05-08,5,1994000,398800,2023-09-25,11,3,Cleanser,601,226,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0028487,2023-05-25,4,2531000,632750,2022-08-26,6,2,Serum,950,272,2,4,4,244,10,Cant Lose Them,2025-12-31
CUS0028488,2023-01-24,4,1116000,279000,2022-04-18,7,3,Serum,1071,281,1,4,3,143,8,At Risk,2025-12-31
CUS0028489,2024-01-08,2,1318000,659000,2023-10-25,5,2,Sunscreen,722,75,2,2,4,224,8,Hibernating,2025-12-31
CUS0028490,2023-10-15,3,475000,158333,2023-07-11,3,3,Moisturizer,807,96,2,3,2,232,7,At Risk,2025-12-31
CUS0028491,2025-01-02,4,929000,232250,2024-09-13,8,2,Serum,362,111,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0028492,2025-12-12,15,3712000,247467,2022-08-21,20,5,Serum,18,1209,5,5,5,555,15,Champions,2025-12-31
CUS0028493,2023-06-06,2,548000,274000,2023-03-12,3,2,Toner,938,86,2,2,2,222,6,Hibernating,2025-12-31
CUS0028494,2025-12-04,55,17738000,322509,2024-04-01,91,5,Serum,26,612,5,5,5,555,15,Champions,2025-12-31
CUS0028495,2024-12-17,2,521000,260500,2024-10-08,4,1,Cleanser,378,70,4,2,2,422,8,Recent Customers,2025-12-31
CUS0028496,2025-09-29,12,2331000,194250,2024-06-23,18,4,Cleanser,92,463,5,5,4,554,14,Champions,2025-12-31
CUS0028497,2022-12-07,9,3032000,336889,2022-03-20,18,5,Sunscreen,1119,262,1,5,5,155,11,Cant Lose Them,2025-12-31
CUS0028498,2022-07-26,2,223000,111500,2022-01-02,2,2,Sunscreen,1253,205,1,2,1,121,4,Lost,2025-12-31
CUS0028499,2024-04-15,8,2208000,276000,2023-01-09,14,3,Serum,624,462,3,5,4,354,12,Loyal Customers,2025-12-31
CUS0028500,2024-01-20,4,700000,175000,2023-09-06,7,4,Toner,710,136,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0028501,2025-08-13,4,851000,212750,2024-11-10,8,3,Moisturizer,139,276,4,4,3,443,11,Loyal Customers,2025-12-31
CUS0028502,2024-10-30,3,809000,269667,2024-08-05,5,3,Cleanser,426,86,4,3,3,433,10,Loyal Customers,2025-12-31
CUS0028503,2023-01-28,5,959000,191800,2022-01-27,7,2,Sunscreen,1067,366,1,4,3,143,8,At Risk,2025-12-31
CUS0028504,2024-09-04,1,256000,256000,2024-09-04,1,1,Serum,483,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0028505,2024-08-28,3,1164000,388000,2024-03-08,5,2,Serum,489,173,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0028506,2022-07-24,2,467000,233500,2022-03-19,3,2,Serum,1255,127,1,2,2,122,5,Lost,2025-12-31
CUS0028507,2024-02-03,4,1537000,384250,2023-08-11,6,2,Sunscreen,696,176,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0028508,2023-04-21,1,381000,381000,2023-04-21,2,1,Cleanser,985,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0028509,2025-12-26,23,12219000,531261,2023-05-05,40,5,Cleanser,4,966,5,5,5,555,15,Champions,2025-12-31
CUS0028510,2022-12-03,1,102000,102000,2022-12-03,2,1,Moisturizer,1124,0,1,1,1,111,3,Lost,2025-12-31
CUS0028511,2024-10-19,1,445000,445000,2024-10-19,2,1,Toner,438,0,3,1,2,312,6,Need Attention,2025-12-31
CUS0028512,2025-12-28,5,1062000,212400,2025-06-05,5,3,Serum,2,206,5,4,3,543,12,Loyal Customers,2025-12-31
CUS0028513,2022-05-14,4,2691000,672750,2022-02-01,8,2,Serum,1326,102,1,4,5,145,10,Cant Lose Them,2025-12-31
CUS0028515,2024-08-06,2,531000,265500,2024-07-24,4,2,Sunscreen,511,13,3,2,2,322,7,Potential Loyalists,2025-12-31
CUS0028516,2023-07-22,1,232000,232000,2023-07-22,2,1,Serum,893,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0028517,2025-12-15,57,30026000,526772,2022-01-19,100,5,Serum,15,1426,5,5,5,555,15,Champions,2025-12-31
CUS0028518,2025-09-05,3,484000,161333,2025-06-06,4,3,Serum,116,91,4,3,2,432,9,Potential Loyalists,2025-12-31
CUS0028519,2025-12-22,2,817000,408500,2025-12-20,4,1,Moisturizer,8,2,5,2,3,523,10,Recent Customers,2025-12-31
CUS0028520,2025-04-30,2,668000,334000,2024-10-05,4,2,Sunscreen,244,207,4,2,3,423,9,Recent Customers,2025-12-31
CUS0028521,2025-12-25,11,2984000,271273,2025-10-21,14,5,Serum,5,65,5,5,5,555,15,Champions,2025-12-31
CUS0028522,2024-03-03,10,2702000,270200,2023-02-25,11,4,Serum,667,372,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0028523,2022-09-10,4,918000,229500,2022-05-14,8,2,Serum,1207,119,1,4,3,143,8,At Risk,2025-12-31
CUS0028524,2023-03-30,3,595000,198333,2022-12-14,5,2,Sunscreen,1006,106,2,3,2,232,7,At Risk,2025-12-31
CUS0028525,2023-02-15,1,696000,696000,2023-02-15,3,1,Toner,1050,0,1,1,3,113,5,Lost,2025-12-31
CUS0028526,2025-10-09,3,6332000,2110667,2025-04-19,4,3,Serum,82,173,5,3,5,535,13,Loyal Customers,2025-12-31
CUS0028527,2023-12-13,2,529000,264500,2023-11-01,2,1,Moisturizer,748,42,2,2,2,222,6,Hibernating,2025-12-31
CUS0028528,2025-08-11,2,521000,260500,2025-05-05,4,2,Moisturizer,141,98,4,2,2,422,8,Recent Customers,2025-12-31
CUS0028529,2023-10-07,4,1163000,290750,2023-03-11,6,3,Sunscreen,815,210,2,4,3,243,9,At Risk,2025-12-31
CUS0028530,2025-11-07,5,1126000,225200,2025-07-10,10,3,Sunscreen,53,120,5,4,3,543,12,Loyal Customers,2025-12-31
CUS0028531,2024-11-05,1,168000,168000,2024-11-05,1,1,Cleanser,421,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0028532,2024-07-06,8,2428000,303500,2023-02-23,10,5,Toner,542,499,3,5,4,354,12,Loyal Customers,2025-12-31
CUS0028533,2024-12-13,1,732000,732000,2024-12-13,3,1,Moisturizer,383,0,4,1,3,413,8,Recent Customers,2025-12-31
CUS0028534,2025-04-20,2,456000,228000,2025-04-09,4,2,Cleanser,254,11,4,2,2,422,8,Recent Customers,2025-12-31
CUS0028535,2023-10-05,1,362000,362000,2023-10-05,2,1,Sunscreen,818,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0028536,2024-03-07,4,708000,177000,2023-10-24,7,3,Serum,663,135,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0028537,2024-05-04,4,878000,219500,2023-11-24,6,3,Toner,605,162,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0028538,2024-01-17,10,3366000,336600,2022-07-16,15,4,Toner,713,550,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0028539,2022-05-05,2,392000,196000,2022-04-04,3,2,Moisturizer,1335,31,1,2,2,122,5,Lost,2025-12-31
CUS0028540,2022-06-13,2,413000,206500,2022-05-26,3,2,Serum,1296,18,1,2,2,122,5,Lost,2025-12-31
CUS0028541,2023-01-13,4,1303000,325750,2022-08-28,6,3,Serum,1082,138,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0028542,2025-11-22,13,4545000,349615,2024-09-02,21,5,Serum,38,446,5,5,5,555,15,Champions,2025-12-31
CUS0028543,2022-10-11,2,338000,169000,2022-06-23,3,1,Cleanser,1176,110,1,2,2,122,5,Lost,2025-12-31
CUS0028544,2025-11-14,2,476000,238000,2025-11-03,3,2,Moisturizer,46,11,5,2,2,522,9,Recent Customers,2025-12-31
CUS0028545,2024-07-12,2,530000,265000,2024-04-17,4,2,Toner,536,86,3,2,2,322,7,Potential Loyalists,2025-12-31
CUS0028546,2025-06-09,1,160000,160000,2025-06-09,2,1,Cleanser,205,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0028547,2023-02-11,2,1616000,808000,2023-01-11,4,2,Serum,1053,31,1,2,4,124,7,Lost,2025-12-31
CUS0028548,2025-06-06,1,497000,497000,2025-06-06,3,1,Cleanser,208,0,4,1,2,412,7,Recent Customers,2025-12-31
CUS0028549,2022-12-27,2,236000,118000,2022-11-27,2,2,Serum,1099,30,1,2,1,121,4,Lost,2025-12-31
CUS0028550,2024-05-04,3,1144000,381333,2023-10-21,7,2,Serum,605,196,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0028551,2022-09-06,2,312000,156000,2022-05-18,3,2,Toner,1211,111,1,2,1,121,4,Lost,2025-12-31
CUS0028552,2023-03-16,3,687000,229000,2022-11-10,4,3,Sunscreen,1020,126,2,3,3,233,8,At Risk,2025-12-31
CUS0028553,2022-12-03,4,383000,95750,2022-09-01,4,3,Serum,1123,93,1,4,2,142,7,At Risk,2025-12-31
CUS0028554,2025-04-12,9,3090000,343333,2023-12-11,20,4,Moisturizer,262,488,4,5,5,455,14,Champions,2025-12-31
CUS0028555,2023-03-09,4,794000,198500,2022-11-08,6,3,Serum,1027,121,2,4,3,243,9,At Risk,2025-12-31
CUS0028556,2024-08-10,4,1033000,258250,2023-11-20,5,3,Cleanser,507,264,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0028557,2022-04-18,4,1758000,439500,2022-03-05,5,2,Serum,1352,44,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0028558,2025-01-13,2,379000,189500,2024-10-18,2,2,Moisturizer,351,87,4,2,2,422,8,Recent Customers,2025-12-31
CUS0028559,2025-01-03,12,3672000,306000,2022-04-09,25,5,Serum,361,1000,4,5,5,455,14,Champions,2025-12-31
CUS0028560,2023-10-18,2,297000,148500,2023-09-09,2,1,Cleanser,804,39,2,2,1,221,5,Hibernating,2025-12-31
CUS0028561,2022-12-03,1,758000,758000,2022-12-03,2,1,Serum,1124,0,1,1,3,113,5,Lost,2025-12-31
CUS0028562,2025-07-10,1,98000,98000,2025-07-10,1,1,Cleanser,174,0,4,1,1,411,6,Recent Customers,2025-12-31
CUS0028563,2023-05-08,1,145000,145000,2023-05-08,1,1,Serum,968,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0028564,2024-03-17,1,174000,174000,2024-03-17,2,1,Sunscreen,654,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0028565,2023-02-25,5,8437000,1687400,2022-05-08,11,2,Cleanser,1039,293,1,4,5,145,10,Cant Lose Them,2025-12-31
CUS0028566,2024-11-16,2,2700000,1350000,2024-10-10,3,1,Cleanser,409,37,4,2,5,425,11,Recent Customers,2025-12-31
CUS0028567,2024-10-16,4,996000,249000,2024-05-02,4,3,Serum,440,167,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0028568,2024-03-12,1,151000,151000,2024-03-12,2,1,Cleanser,659,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0028569,2023-04-07,1,514000,514000,2023-04-07,2,1,Toner,999,0,2,1,2,212,5,Hibernating,2025-12-31
CUS0028570,2023-01-06,4,2028000,507000,2022-07-26,6,2,Serum,1089,164,1,4,4,144,9,Cant Lose Them,2025-12-31
CUS0028571,2024-04-24,4,839000,209750,2023-10-05,6,2,Sunscreen,615,202,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0028572,2024-06-19,2,934000,467000,2024-06-10,3,2,Sunscreen,559,9,3,2,3,323,8,Potential Loyalists,2025-12-31
CUS0028573,2023-11-15,2,289000,144500,2023-08-07,3,2,Cleanser,776,100,2,2,1,221,5,Hibernating,2025-12-31
CUS0028574,2024-04-08,4,852000,213000,2023-11-27,5,3,Sunscreen,631,133,3,4,3,343,10,Loyal Customers,2025-12-31
CUS0028575,2025-01-30,6,2526000,421000,2024-07-22,11,1,Serum,334,192,4,4,4,444,12,Champions,2025-12-31
CUS0028576,2023-10-20,8,5129000,641125,2022-09-28,14,5,Toner,802,387,2,5,5,255,12,Cant Lose Them,2025-12-31
CUS0028577,2025-12-12,14,2705000,193214,2024-12-01,19,5,Sunscreen,18,376,5,5,5,555,15,Champions,2025-12-31
CUS0028578,2025-11-20,7,2002000,286000,2025-06-14,9,3,Sunscreen,40,159,5,4,4,544,13,Champions,2025-12-31
CUS0028579,2022-11-16,2,199000,99500,2022-08-05,2,2,Sunscreen,1140,103,1,2,1,121,4,Lost,2025-12-31
CUS0028580,2025-11-11,25,6396000,255840,2024-12-04,37,5,Serum,49,342,5,5,5,555,15,Champions,2025-12-31
CUS0028581,2025-07-26,13,3589000,276077,2022-07-17,19,4,Toner,157,1105,4,5,5,455,14,Champions,2025-12-31
CUS0028582,2025-11-30,24,8130000,338750,2025-02-12,43,5,Moisturizer,30,291,5,5,5,555,15,Champions,2025-12-31
CUS0028583,2025-12-30,9,4244000,471556,2025-12-21,10,5,Moisturizer,0,9,5,5,5,555,15,Champions,2025-12-31
CUS0028584,2025-12-03,4,984000,246000,2025-05-15,7,4,Toner,27,202,5,4,3,543,12,Loyal Customers,2025-12-31
CUS0028585,2024-05-16,3,496000,165333,2024-01-21,5,3,Sunscreen,593,116,3,3,2,332,8,Potential Loyalists,2025-12-31
CUS0028586,2025-04-29,5,1206000,241200,2024-10-24,7,3,Sunscreen,245,187,4,4,4,444,12,Champions,2025-12-31
CUS0028587,2022-03-20,2,2390000,1195000,2022-02-12,2,2,Moisturizer,1381,36,1,2,4,124,7,Lost,2025-12-31
CUS0028588,2023-06-28,1,155000,155000,2023-06-28,1,1,Serum,917,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0028589,2025-09-04,4,414000,103500,2025-04-06,4,3,Cleanser,117,151,4,4,2,442,10,Potential Loyalists,2025-12-31
CUS0028590,2022-04-17,2,360000,180000,2022-01-05,6,1,Cleanser,1353,102,1,2,2,122,5,Lost,2025-12-31
CUS0028591,2025-10-01,9,2617000,290778,2024-12-14,17,3,Serum,90,291,5,5,5,555,15,Champions,2025-12-31
CUS0028592,2024-01-20,5,1249000,249800,2022-12-14,7,3,Sunscreen,710,402,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0028593,2024-05-23,4,537000,134250,2023-04-07,5,3,Serum,586,412,3,4,2,342,9,Potential Loyalists,2025-12-31
CUS0028594,2022-05-08,2,312000,156000,2022-05-06,2,2,Cleanser,1332,2,1,2,1,121,4,Lost,2025-12-31
CUS0028595,2025-12-27,23,9275000,403261,2025-09-01,37,5,Serum,3,117,5,5,5,555,15,Champions,2025-12-31
CUS0028596,2025-12-30,22,13362000,607364,2025-03-03,40,5,Serum,0,302,5,5,5,555,15,Champions,2025-12-31
CUS0028597,2024-05-07,4,1287000,321750,2024-03-19,5,3,Serum,602,49,3,4,4,344,11,Loyal Customers,2025-12-31
CUS0028598,2023-04-21,2,3377000,1688500,2022-12-02,4,2,Cleanser,984,140,2,2,5,225,9,Hibernating,2025-12-31
CUS0028599,2025-12-12,15,3190000,212667,2023-07-16,24,5,Cleanser,18,880,5,5,5,555,15,Champions,2025-12-31
CUS0028600,2023-03-01,12,5475000,456250,2022-02-12,17,5,Sunscreen,1035,382,1,5,5,155,11,Cant Lose Them,2025-12-31
CUS0028601,2025-02-06,2,252000,126000,2024-09-26,3,2,Moisturizer,327,133,4,2,1,421,7,Recent Customers,2025-12-31
CUS0028602,2024-04-15,8,2940000,367500,2023-04-17,17,4,Sunscreen,624,364,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0028603,2024-06-14,3,997000,332333,2024-03-14,4,2,Serum,564,92,3,3,3,333,9,Loyal Customers,2025-12-31
CUS0028604,2025-06-10,2,450000,225000,2025-02-03,2,1,Toner,203,127,4,2,2,422,8,Recent Customers,2025-12-31
CUS0028605,2023-11-24,2,671000,335500,2023-11-06,3,1,Moisturizer,767,18,2,2,3,223,7,Hibernating,2025-12-31
CUS0028606,2023-11-19,1,86000,86000,2023-11-19,1,1,Sunscreen,773,0,2,1,1,211,4,Hibernating,2025-12-31
CUS0028607,2025-02-19,12,3785000,315417,2023-03-11,21,5,Moisturizer,314,711,4,5,5,455,14,Champions,2025-12-31
CUS0028608,2025-11-30,22,7356000,334364,2022-06-07,35,5,Serum,30,1272,5,5,5,555,15,Champions,2025-12-31
CUS0028609,2025-05-29,8,1909000,238625,2023-08-11,10,4,Cleanser,215,657,4,5,4,454,13,Champions,2025-12-31
CUS0028610,2024-06-28,23,8197000,356391,2022-08-16,40,5,Sunscreen,550,682,3,5,5,355,13,Loyal Customers,2025-12-31
CUS0028611,2022-11-21,1,932000,932000,2022-11-21,1,1,Cleanser,1136,0,1,1,3,113,5,Lost,2025-12-31
CUS0028612,2022-03-22,1,151000,151000,2022-03-22,1,1,Moisturizer,1380,0,1,1,1,111,3,Lost,2025-12-31
CUS0028613,2025-01-15,4,3903000,975750,2024-09-10,11,4,Toner,349,127,4,4,5,445,13,Champions,2025-12-31
CUS0028614,2024-02-04,2,447000,223500,2023-12-05,2,2,Sunscreen,695,61,3,2,2,322,7,Potential Loyalists,2025-12-31
CUS0028615,2023-03-19,2,1350000,675000,2022-12-02,4,2,Toner,1017,107,2,2,4,224,8,Hibernating,2025-12-31
CUS0028616,2024-01-23,2,5584000,2792000,2023-11-04,4,2,Serum,707,80,3,2,5,325,10,Potential Loyalists,2025-12-31
CUS0028617,2024-11-23,2,939000,469500,2024-11-05,4,1,Cleanser,402,18,4,2,3,423,9,Recent Customers,2025-12-31
CUS0028618,2025-11-06,1,5232000,5232000,2025-11-06,3,1,Sunscreen,55,0,5,1,5,515,11,Recent Customers,2025-12-31
CUS0028619,2023-09-09,2,446000,223000,2023-06-17,6,2,Sunscreen,843,84,2,2,2,222,6,Hibernating,2025-12-31
CUS0028620,2023-02-17,1,162000,162000,2023-02-17,1,1,Cleanser,1048,0,1,1,1,111,3,Lost,2025-12-31
CUS0028621,2024-01-24,1,82000,82000,2024-01-24,1,1,Sunscreen,707,0,3,1,1,311,5,Need Attention,2025-12-31
CUS0028622,2025-12-23,2,513000,256500,2025-12-11,2,2,Serum,7,12,5,2,2,522,9,Recent Customers,2025-12-31
CUS0028623,2025-12-04,21,9191000,437667,2024-12-08,43,5,Serum,26,361,5,5,5,555,15,Champions,2025-12-31
CUS0028624,2023-04-16,4,626000,156500,2022-06-03,5,2,Toner,989,317,2,4,2,242,8,At Risk,2025-12-31
CUS0028626,2022-09-20,1,68000,68000,2022-09-20,1,1,Sunscreen,1198,0,1,1,1,111,3,Lost,2025-12-31
